month,drug_id,therapy_area,formulary_tier,pharmacy_type,rx_count,total_cost,member_copay,plan_paid,unique_members
2023-08,DRG011,Pulmonology,2,Mail Order,1,279.85,55.97,223.88,1
2023-08,DRG012,Pulmonology,2,Mail Order,2,364.4,72.88,291.52,2
2023-08,DRG012,Pulmonology,2,Retail,2,264.55,52.91,211.64,2
2023-08,DRG012,Pulmonology,2,Specialty,2,278.27,55.66,222.61,2
2023-08,DRG013,Dermatology,4,Mail Order,6,105400.72,47430.33,57970.39,6
2023-08,DRG013,Dermatology,4,Specialty,4,70646.91,31791.1,38855.81,4
2023-08,DRG014,Dermatology,4,Mail Order,2,6473.05,2912.88,3560.17,2
2023-08,DRG014,Dermatology,4,Retail,4,12935.93,5821.17,7114.76,4
2023-08,DRG014,Dermatology,4,Specialty,2,6172.17,2777.47,3394.7,2
2023-08,DRG015,Neurology,4,Mail Order,3,23989.75,10795.39,13194.36,3
2023-08,DRG015,Neurology,4,Retail,3,24390.28,10975.63,13414.65,3
2023-08,DRG015,Neurology,4,Specialty,1,7989.35,3595.21,4394.14,1
2023-08,DRG016,Cardiology,1,Mail Order,3,14.84,1.49,13.35,3
2023-08,DRG016,Cardiology,1,Specialty,3,20.82,2.09,18.73,3
2023-08,DRG017,Cardiology,1,Mail Order,3,28.85,2.88,25.97,3
2023-08,DRG017,Cardiology,1,Retail,4,24.61,2.47,22.14,4
2023-08,DRG017,Cardiology,1,Specialty,3,32.78,3.29,29.49,3
2023-08,DRG018,Gastroenterology,1,Mail Order,3,40.33,4.04,36.29,3
2023-08,DRG018,Gastroenterology,1,Retail,3,29.61,2.96,26.65,3
2023-08,DRG018,Gastroenterology,1,Specialty,2,34.83,3.48,31.35,2
2023-08,DRG019,Gastroenterology,2,Mail Order,3,263.0,52.59,210.41,3
2023-08,DRG019,Gastroenterology,2,Retail,3,364.75,72.95,291.8,3
2023-08,DRG019,Gastroenterology,2,Specialty,4,404.22,80.84,323.38,4
2023-08,DRG020,Oncology,5,Mail Order,2,36624.69,21974.81,14649.88,2
2023-08,DRG020,Oncology,5,Retail,2,38571.39,23142.83,15428.56,2
2023-08,DRG020,Oncology,5,Specialty,3,55785.23,33471.14,22314.09,3
2023-09,DRG001,Immunology,4,Mail Order,2,13127.67,5907.45,7220.22,2
2023-09,DRG001,Immunology,4,Retail,3,19815.31,8916.89,10898.42,3
2023-09,DRG001,Immunology,4,Specialty,1,6754.12,3039.35,3714.77,1
2023-09,DRG002,Immunology,4,Mail Order,1,5533.86,2490.24,3043.62,1
2023-09,DRG002,Immunology,4,Retail,6,35187.92,15834.56,19353.36,6
2023-09,DRG002,Immunology,4,Specialty,3,17500.88,7875.4,9625.48,3
2023-09,DRG003,Cardiology,1,Retail,1,35.19,3.52,31.67,1
2023-09,DRG003,Cardiology,1,Specialty,3,73.47,7.35,66.12,3
2023-09,DRG004,Cardiology,2,Mail Order,6,175.85,35.16,140.69,6
2023-09,DRG004,Cardiology,2,Retail,3,88.58,17.72,70.86,3
2023-09,DRG005,Diabetes,1,Mail Order,2,16.07,1.6,14.47,2
2023-09,DRG005,Diabetes,1,Retail,3,20.27,2.03,18.24,3
2023-09,DRG006,Diabetes,3,Mail Order,2,352.08,105.63,246.45,2
2023-09,DRG006,Diabetes,3,Retail,4,659.35,197.8,461.55,4
2023-09,DRG006,Diabetes,3,Specialty,1,266.25,79.88,186.37,1
2023-09,DRG007,Diabetes,3,Mail Order,4,7741.75,2322.52,5419.23,4
2023-09,DRG007,Diabetes,3,Retail,6,10183.0,3054.9,7128.1,6
2023-09,DRG007,Diabetes,3,Specialty,3,3440.47,1032.13,2408.34,3
2023-09,DRG008,Oncology,5,Mail Order,6,133067.77,79840.67,53227.1,6
2023-09,DRG008,Oncology,5,Specialty,4,86072.0,51643.21,34428.79,4
2023-09,DRG009,Cardiology,2,Mail Order,5,1491.95,298.4,1193.55,5
2023-09,DRG009,Cardiology,2,Retail,2,565.22,113.05,452.17,2
2023-09,DRG009,Cardiology,2,Specialty,3,998.99,199.8,799.19,3
2023-09,DRG010,Cardiology,2,Mail Order,2,693.87,138.77,555.1,2
2023-09,DRG010,Cardiology,2,Retail,5,1394.37,278.89,1115.48,5
2023-09,DRG010,Cardiology,2,Specialty,1,142.84,28.57,114.27,1
2023-09,DRG011,Pulmonology,2,Mail Order,1,274.59,54.92,219.67,1
2023-09,DRG011,Pulmonology,2,Retail,3,729.01,145.81,583.2,3
2023-09,DRG011,Pulmonology,2,Specialty,2,581.52,116.3,465.22,2
2023-09,DRG012,Pulmonology,2,Mail Order,4,645.66,129.13,516.53,4
2023-09,DRG012,Pulmonology,2,Retail,2,458.02,91.6,366.42,2
2023-09,DRG012,Pulmonology,2,Specialty,4,791.12,158.22,632.9,4
2023-09,DRG013,Dermatology,4,Mail Order,3,53912.96,24260.83,29652.13,3
2023-09,DRG013,Dermatology,4,Retail,1,18722.39,8425.08,10297.31,1
2023-09,DRG013,Dermatology,4,Specialty,1,17595.94,7918.17,9677.77,1
2023-09,DRG014,Dermatology,4,Mail Order,1,3148.44,1416.8,1731.64,1
2023-09,DRG014,Dermatology,4,Retail,2,6212.91,2795.81,3417.1,2
2023-09,DRG014,Dermatology,4,Specialty,1,3208.46,1443.81,1764.65,1
2023-09,DRG015,Neurology,4,Mail Order,2,15634.76,7035.64,8599.12,2
2023-09,DRG015,Neurology,4,Specialty,1,8437.55,3796.9,4640.65,1
2023-09,DRG016,Cardiology,1,Mail Order,1,3.06,0.31,2.75,1
2023-09,DRG016,Cardiology,1,Retail,4,17.94,1.79,16.15,4
2023-09,DRG016,Cardiology,1,Specialty,2,12.53,1.26,11.27,2
2023-09,DRG017,Cardiology,1,Mail Order,4,24.74,2.48,22.26,4
2023-09,DRG017,Cardiology,1,Specialty,5,47.99,4.79,43.2,5
2023-09,DRG018,Gastroenterology,1,Mail Order,2,36.87,3.69,33.18,2
2023-09,DRG018,Gastroenterology,1,Retail,1,5.79,0.58,5.21,1
2023-09,DRG019,Gastroenterology,2,Mail Order,2,92.24,18.44,73.8,2
2023-09,DRG019,Gastroenterology,2,Retail,2,216.42,43.28,173.14,2
2023-09,DRG019,Gastroenterology,2,Specialty,1,92.69,18.54,74.15,1
2023-09,DRG020,Oncology,5,Mail Order,5,94731.6,56838.95,37892.65,5
2023-09,DRG020,Oncology,5,Specialty,1,18104.21,10862.53,7241.68,1
2023-10,DRG001,Immunology,4,Mail Order,2,13336.85,6001.59,7335.26,2
2023-10,DRG001,Immunology,4,Retail,4,26400.67,11880.31,14520.36,4
2023-10,DRG001,Immunology,4,Specialty,2,12864.71,5789.12,7075.59,2
2023-10,DRG002,Immunology,4,Mail Order,1,5625.67,2531.55,3094.12,1
2023-10,DRG002,Immunology,4,Retail,6,34136.05,15361.23,18774.82,6
2023-10,DRG002,Immunology,4,Specialty,3,17251.72,7763.28,9488.44,3
2023-10,DRG003,Cardiology,1,Mail Order,2,23.71,2.37,21.34,2
2023-10,DRG003,Cardiology,1,Retail,3,47.31,4.73,42.58,3
2023-10,DRG003,Cardiology,1,Specialty,6,146.1,14.63,131.47,6
2023-10,DRG004,Cardiology,2,Mail Order,2,55.82,11.16,44.66,2
2023-10,DRG004,Cardiology,2,Retail,2,74.77,14.95,59.82,2
2023-10,DRG004,Cardiology,2,Specialty,1,35.7,7.14,28.56,1
2023-10,DRG005,Diabetes,1,Mail Order,2,7.86,0.79,7.07,2
2023-10,DRG005,Diabetes,1,Retail,2,16.05,1.61,14.44,2
2023-10,DRG005,Diabetes,1,Specialty,2,12.35,1.23,11.12,2
2023-10,DRG006,Diabetes,3,Mail Order,3,527.89,158.37,369.52,3
2023-10,DRG006,Diabetes,3,Retail,1,87.45,26.23,61.22,1
2023-10,DRG006,Diabetes,3,Specialty,4,421.53,126.45,295.08,4
2023-10,DRG007,Diabetes,3,Mail Order,2,3274.97,982.5,2292.47,2
2023-10,DRG007,Diabetes,3,Retail,3,5226.15,1567.84,3658.31,3
2023-10,DRG007,Diabetes,3,Specialty,2,5220.58,1566.18,3654.4,2
2023-10,DRG008,Oncology,5,Mail Order,5,108973.32,65384.0,43589.32,5
2023-10,DRG008,Oncology,5,Retail,4,88439.63,53063.77,35375.86,4
2023-10,DRG008,Oncology,5,Specialty,1,21339.15,12803.49,8535.66,1
2023-10,DRG009,Cardiology,2,Mail Order,1,145.96,29.19,116.77,1
2023-10,DRG009,Cardiology,2,Retail,1,418.56,83.71,334.85,1
2023-10,DRG009,Cardiology,2,Specialty,2,445.67,89.14,356.53,2
2023-10,DRG010,Cardiology,2,Mail Order,2,710.94,142.19,568.75,2
2023-10,DRG010,Cardiology,2,Retail,1,136.13,27.23,108.9,1
2023-10,DRG010,Cardiology,2,Specialty,1,401.72,80.34,321.38,1
2023-10,DRG011,Pulmonology,2,Retail,1,91.56,18.31,73.25,1
2023-10,DRG011,Pulmonology,2,Specialty,1,98.82,19.76,79.06,1
2023-10,DRG012,Pulmonology,2,Mail Order,2,265.98,53.19,212.79,2
2023-10,DRG012,Pulmonology,2,Retail,1,181.29,36.26,145.03,1
2023-10,DRG012,Pulmonology,2,Specialty,1,86.19,17.24,68.95,1
2023-10,DRG013,Dermatology,4,Retail,1,18303.3,8236.49,10066.81,1
2023-10,DRG013,Dermatology,4,Specialty,8,145974.38,65688.48,80285.9,8
2023-10,DRG014,Dermatology,4,Mail Order,5,16348.93,7357.02,8991.91,5
2023-10,DRG014,Dermatology,4,Retail,3,9679.39,4355.73,5323.66,3
2023-10,DRG014,Dermatology,4,Specialty,2,6243.44,2809.54,3433.9,2
2023-10,DRG015,Neurology,4,Mail Order,8,63498.61,28574.36,34924.25,8
2023-10,DRG015,Neurology,4,Retail,2,16381.74,7371.78,9009.96,2
2023-10,DRG015,Neurology,4,Specialty,7,56997.24,25648.74,31348.5,7
2023-10,DRG016,Cardiology,1,Mail Order,2,12.12,1.21,10.91,2
2023-10,DRG016,Cardiology,1,Retail,2,11.98,1.2,10.78,2
2023-10,DRG016,Cardiology,1,Specialty,4,20.98,2.1,18.88,4
2023-10,DRG017,Cardiology,1,Mail Order,5,44.05,4.4,39.65,5
2023-10,DRG017,Cardiology,1,Retail,2,12.24,1.23,11.01,2
2023-10,DRG017,Cardiology,1,Specialty,3,24.06,2.41,21.65,3
2023-10,DRG018,Gastroenterology,1,Mail Order,3,41.86,4.19,37.67,3
2023-10,DRG018,Gastroenterology,1,Retail,1,12.5,1.25,11.25,1
2023-10,DRG018,Gastroenterology,1,Specialty,2,17.44,1.74,15.7,2
2023-10,DRG019,Gastroenterology,2,Mail Order,4,363.41,72.68,290.73,4
2023-10,DRG019,Gastroenterology,2,Retail,2,174.43,34.89,139.54,2
2023-10,DRG019,Gastroenterology,2,Specialty,2,174.09,34.82,139.27,2
2023-10,DRG020,Oncology,5,Mail Order,4,75546.58,45327.94,30218.64,4
2023-10,DRG020,Oncology,5,Retail,2,37346.23,22407.74,14938.49,2
2023-10,DRG020,Oncology,5,Specialty,1,19366.03,11619.62,7746.41,1
2023-11,DRG001,Immunology,4,Mail Order,5,32153.93,14469.28,17684.65,5
2023-11,DRG001,Immunology,4,Retail,3,19930.16,8968.57,10961.59,3
2023-11,DRG001,Immunology,4,Specialty,2,12978.54,5840.34,7138.2,2
2023-11,DRG002,Immunology,4,Retail,4,22784.52,10253.03,12531.49,4
2023-11,DRG002,Immunology,4,Specialty,2,11919.54,5363.79,6555.75,2
2023-11,DRG003,Cardiology,1,Retail,3,86.77,8.67,78.1,3
2023-11,DRG003,Cardiology,1,Specialty,2,61.99,6.2,55.79,2
2023-11,DRG004,Cardiology,2,Mail Order,1,37.6,7.52,30.08,1
2023-11,DRG004,Cardiology,2,Retail,2,70.48,14.09,56.39,2
2023-11,DRG004,Cardiology,2,Specialty,2,55.01,11.0,44.01,2
2023-11,DRG005,Diabetes,1,Specialty,2,16.1,1.61,14.49,2
2023-11,DRG006,Diabetes,3,Mail Order,3,504.63,151.38,353.25,3
2023-11,DRG006,Diabetes,3,Retail,1,164.84,49.45,115.39,1
2023-11,DRG006,Diabetes,3,Specialty,1,83.79,25.14,58.65,1
2023-11,DRG007,Diabetes,3,Mail Order,3,3328.69,998.6,2330.09,3
2023-11,DRG007,Diabetes,3,Retail,1,1629.99,489.0,1140.99,1
2023-11,DRG007,Diabetes,3,Specialty,2,3338.22,1001.46,2336.76,2
2023-11,DRG008,Oncology,5,Mail Order,3,64781.77,38869.06,25912.71,3
2023-11,DRG008,Oncology,5,Retail,2,43184.97,25910.98,17273.99,2
2023-11,DRG008,Oncology,5,Specialty,2,43515.44,26109.27,17406.17,2
2023-11,DRG009,Cardiology,2,Mail Order,4,1147.46,229.49,917.97,4
2023-11,DRG009,Cardiology,2,Retail,1,144.92,28.98,115.94,1
2023-11,DRG009,Cardiology,2,Specialty,2,295.6,59.12,236.48,2
2023-11,DRG010,Cardiology,2,Mail Order,2,699.16,139.83,559.33,2
2023-11,DRG010,Cardiology,2,Retail,1,141.12,28.22,112.9,1
2023-11,DRG010,Cardiology,2,Specialty,1,140.04,28.01,112.03,1
2023-11,DRG011,Pulmonology,2,Retail,3,865.3,173.06,692.24,3
2023-11,DRG012,Pulmonology,2,Mail Order,1,277.59,55.52,222.07,1
2023-11,DRG012,Pulmonology,2,Retail,3,621.35,124.27,497.08,3
2023-11,DRG012,Pulmonology,2,Specialty,2,351.32,70.26,281.06,2
2023-11,DRG013,Dermatology,4,Mail Order,4,71552.81,32198.77,39354.04,4
2023-11,DRG013,Dermatology,4,Specialty,2,35456.59,15955.46,19501.13,2
2023-11,DRG014,Dermatology,4,Mail Order,1,3089.33,1390.2,1699.13,1
2023-11,DRG014,Dermatology,4,Retail,2,6679.47,3005.77,3673.7,2
2023-11,DRG015,Neurology,4,Mail Order,3,24650.83,11092.88,13557.95,3
2023-11,DRG015,Neurology,4,Retail,4,32528.88,14638.0,17890.88,4
2023-11,DRG015,Neurology,4,Specialty,5,40833.41,18375.03,22458.38,5
2023-11,DRG016,Cardiology,1,Mail Order,3,20.82,2.08,18.74,3
2023-11,DRG016,Cardiology,1,Retail,3,20.36,2.04,18.32,3
2023-11,DRG017,Cardiology,1,Mail Order,3,16.21,1.62,14.59,3
2023-11,DRG017,Cardiology,1,Retail,3,23.71,2.37,21.34,3
2023-11,DRG017,Cardiology,1,Specialty,1,12.3,1.23,11.07,1
2023-11,DRG018,Gastroenterology,1,Mail Order,6,70.99,7.1,63.89,6
2023-11,DRG018,Gastroenterology,1,Retail,2,23.5,2.35,21.15,2
2023-11,DRG018,Gastroenterology,1,Specialty,7,78.45,7.84,70.61,7
2023-11,DRG019,Gastroenterology,2,Mail Order,3,268.88,53.77,215.11,3
2023-11,DRG019,Gastroenterology,2,Retail,5,527.07,105.41,421.66,5
2023-11,DRG019,Gastroenterology,2,Specialty,4,324.6,64.92,259.68,4
2023-11,DRG020,Oncology,5,Mail Order,2,39121.36,23472.81,15648.55,2
2023-11,DRG020,Oncology,5,Specialty,6,114920.63,68952.37,45968.26,6
2023-12,DRG001,Immunology,4,Mail Order,2,13548.36,6096.76,7451.6,2
2023-12,DRG001,Immunology,4,Retail,4,26015.58,11707.0,14308.58,4
2023-12,DRG001,Immunology,4,Specialty,1,6568.22,2955.7,3612.52,1
2023-12,DRG002,Immunology,4,Mail Order,7,40783.37,18352.52,22430.85,7
2023-12,DRG002,Immunology,4,Retail,4,22845.26,10280.36,12564.9,4
2023-12,DRG002,Immunology,4,Specialty,2,12043.2,5419.44,6623.76,2
2023-12,DRG003,Cardiology,1,Mail Order,2,24.01,2.4,21.61,2
2023-12,DRG003,Cardiology,1,Retail,4,94.43,9.45,84.98,4
2023-12,DRG003,Cardiology,1,Specialty,5,108.57,10.85,97.72,5
2023-12,DRG004,Cardiology,2,Mail Order,5,181.1,36.22,144.88,5
2023-12,DRG004,Cardiology,2,Retail,1,18.03,3.61,14.42,1
2023-12,DRG005,Diabetes,1,Mail Order,4,28.05,2.8,25.25,4
2023-12,DRG005,Diabetes,1,Retail,6,36.09,3.62,32.47,6
2023-12,DRG005,Diabetes,1,Specialty,2,24.33,2.43,21.9,2
2023-12,DRG006,Diabetes,3,Mail Order,3,589.92,176.98,412.94,3
2023-12,DRG006,Diabetes,3,Retail,2,512.35,153.71,358.64,2
2023-12,DRG006,Diabetes,3,Specialty,4,588.23,176.47,411.76,4
2023-12,DRG007,Diabetes,3,Mail Order,2,4180.38,1254.11,2926.27,2
2023-12,DRG007,Diabetes,3,Retail,2,2482.99,744.9,1738.09,2
2023-12,DRG007,Diabetes,3,Specialty,2,3321.14,996.34,2324.8,2
2023-12,DRG008,Oncology,5,Mail Order,4,87707.86,52624.72,35083.14,4
2023-12,DRG008,Oncology,5,Retail,3,64715.48,38829.29,25886.19,3
2023-12,DRG008,Oncology,5,Specialty,2,44225.0,26535.0,17690.0,2
2023-12,DRG009,Cardiology,2,Mail Order,1,299.71,59.94,239.77,1
2023-12,DRG009,Cardiology,2,Retail,2,585.38,117.07,468.31,2
2023-12,DRG009,Cardiology,2,Specialty,2,732.53,146.51,586.02,2
2023-12,DRG010,Cardiology,2,Mail Order,1,146.38,29.28,117.1,1
2023-12,DRG010,Cardiology,2,Retail,2,556.89,111.38,445.51,2
2023-12,DRG010,Cardiology,2,Specialty,1,293.98,58.8,235.18,1
2023-12,DRG011,Pulmonology,2,Mail Order,2,471.28,94.25,377.03,2
2023-12,DRG011,Pulmonology,2,Retail,3,665.36,133.08,532.28,3
2023-12,DRG011,Pulmonology,2,Specialty,2,552.49,110.5,441.99,2
2023-12,DRG012,Pulmonology,2,Retail,3,618.97,123.8,495.17,3
2023-12,DRG012,Pulmonology,2,Specialty,3,635.67,127.13,508.54,3
2023-12,DRG013,Dermatology,4,Mail Order,1,17698.68,7964.41,9734.27,1
2023-12,DRG013,Dermatology,4,Retail,1,17580.77,7911.35,9669.42,1
2023-12,DRG013,Dermatology,4,Specialty,4,72480.15,32616.06,39864.09,4
2023-12,DRG014,Dermatology,4,Mail Order,2,6387.6,2874.42,3513.18,2
2023-12,DRG014,Dermatology,4,Retail,4,12817.02,5767.66,7049.36,4
2023-12,DRG014,Dermatology,4,Specialty,2,6476.24,2914.3,3561.94,2
2023-12,DRG015,Neurology,4,Mail Order,1,7997.21,3598.74,4398.47,1
2023-12,DRG015,Neurology,4,Retail,2,15980.28,7191.13,8789.15,2
2023-12,DRG015,Neurology,4,Specialty,2,16434.34,7395.46,9038.88,2
2023-12,DRG016,Cardiology,1,Mail Order,2,11.68,1.16,10.52,2
2023-12,DRG016,Cardiology,1,Retail,3,21.15,2.12,19.03,3
2023-12,DRG016,Cardiology,1,Specialty,2,11.62,1.16,10.46,2
2023-12,DRG017,Cardiology,1,Mail Order,3,23.65,2.36,21.29,3
2023-12,DRG017,Cardiology,1,Retail,2,19.5,1.95,17.55,2
2023-12,DRG017,Cardiology,1,Specialty,1,11.92,1.19,10.73,1
2023-12,DRG018,Gastroenterology,1,Retail,3,42.2,4.23,37.97,3
2023-12,DRG018,Gastroenterology,1,Specialty,2,24.22,2.43,21.79,2
2023-12,DRG019,Gastroenterology,2,Mail Order,3,181.63,36.33,145.3,3
2023-12,DRG019,Gastroenterology,2,Retail,2,278.11,55.62,222.49,2
2023-12,DRG019,Gastroenterology,2,Specialty,4,224.16,44.84,179.32,4
2023-12,DRG020,Oncology,5,Mail Order,5,91768.85,55061.32,36707.53,5
2023-12,DRG020,Oncology,5,Retail,1,18238.57,10943.14,7295.43,1
2023-12,DRG020,Oncology,5,Specialty,1,19728.77,11837.26,7891.51,1
2024-01,DRG001,Immunology,4,Mail Order,3,19770.34,8896.66,10873.68,3
2024-01,DRG001,Immunology,4,Retail,3,18917.79,8513.0,10404.79,3
2024-01,DRG001,Immunology,4,Specialty,1,6181.49,2781.67,3399.82,1
2024-01,DRG002,Immunology,4,Mail Order,2,11567.15,5205.22,6361.93,2
2024-01,DRG002,Immunology,4,Retail,3,17655.82,7945.12,9710.7,3
2024-01,DRG002,Immunology,4,Specialty,4,23496.94,10573.63,12923.31,4
2024-01,DRG003,Cardiology,1,Mail Order,4,97.07,9.71,87.36,4
2024-01,DRG003,Cardiology,1,Retail,2,62.29,6.23,56.06,2
2024-01,DRG004,Cardiology,2,Mail Order,1,37.41,7.48,29.93,1
2024-01,DRG004,Cardiology,2,Retail,1,18.0,3.6,14.4,1
2024-01,DRG004,Cardiology,2,Specialty,3,92.64,18.52,74.12,3
2024-01,DRG005,Diabetes,1,Mail Order,2,19.23,1.92,17.31,2
2024-01,DRG005,Diabetes,1,Retail,2,23.3,2.33,20.97,2
2024-01,DRG005,Diabetes,1,Specialty,3,27.97,2.8,25.17,3
2024-01,DRG006,Diabetes,3,Mail Order,2,262.49,78.74,183.75,2
2024-01,DRG006,Diabetes,3,Retail,3,439.87,131.95,307.92,3
2024-01,DRG006,Diabetes,3,Specialty,2,325.96,97.78,228.18,2
2024-01,DRG007,Diabetes,3,Mail Order,6,6737.57,2021.26,4716.31,6
2024-01,DRG007,Diabetes,3,Retail,1,1734.32,520.3,1214.02,1
2024-01,DRG007,Diabetes,3,Specialty,2,4287.52,1286.26,3001.26,2
2024-01,DRG008,Oncology,5,Retail,2,44830.02,26898.01,17932.01,2
2024-01,DRG008,Oncology,5,Specialty,5,109992.74,65995.65,43997.09,5
2024-01,DRG009,Cardiology,2,Mail Order,4,994.41,198.88,795.53,4
2024-01,DRG009,Cardiology,2,Retail,2,722.17,144.43,577.74,2
2024-01,DRG009,Cardiology,2,Specialty,2,603.39,120.68,482.71,2
2024-01,DRG010,Cardiology,2,Mail Order,2,558.12,111.62,446.5,2
2024-01,DRG010,Cardiology,2,Retail,3,992.86,198.57,794.29,3
2024-01,DRG010,Cardiology,2,Specialty,5,973.99,194.8,779.19,5
2024-01,DRG011,Pulmonology,2,Mail Order,1,195.87,39.17,156.7,1
2024-01,DRG011,Pulmonology,2,Retail,5,1046.85,209.37,837.48,5
2024-01,DRG011,Pulmonology,2,Specialty,1,90.85,18.17,72.68,1
2024-01,DRG012,Pulmonology,2,Mail Order,5,1015.38,203.08,812.3,5
2024-01,DRG012,Pulmonology,2,Retail,4,617.09,123.42,493.67,4
2024-01,DRG012,Pulmonology,2,Specialty,2,353.22,70.64,282.58,2
2024-01,DRG013,Dermatology,4,Mail Order,1,18853.16,8483.92,10369.24,1
2024-01,DRG013,Dermatology,4,Retail,3,55030.09,24763.54,30266.55,3
2024-01,DRG013,Dermatology,4,Specialty,2,35164.69,15824.11,19340.58,2
2024-01,DRG014,Dermatology,4,Mail Order,5,15920.89,7164.39,8756.5,5
2024-01,DRG014,Dermatology,4,Retail,1,3320.27,1494.12,1826.15,1
2024-01,DRG014,Dermatology,4,Specialty,4,12941.42,5823.65,7117.77,4
2024-01,DRG015,Neurology,4,Mail Order,3,24356.3,10960.33,13395.97,3
2024-01,DRG015,Neurology,4,Retail,1,8032.31,3614.54,4417.77,1
2024-01,DRG015,Neurology,4,Specialty,1,8117.27,3652.77,4464.5,1
2024-01,DRG016,Cardiology,1,Mail Order,1,8.63,0.86,7.77,1
2024-01,DRG016,Cardiology,1,Retail,1,3.06,0.31,2.75,1
2024-01,DRG016,Cardiology,1,Specialty,2,14.63,1.47,13.16,2
2024-01,DRG017,Cardiology,1,Mail Order,3,15.62,1.56,14.06,3
2024-01,DRG017,Cardiology,1,Retail,3,31.94,3.19,28.75,3
2024-01,DRG017,Cardiology,1,Specialty,5,35.78,3.58,32.2,5
2024-01,DRG018,Gastroenterology,1,Mail Order,3,29.78,2.98,26.8,3
2024-01,DRG018,Gastroenterology,1,Retail,1,17.32,1.73,15.59,1
2024-01,DRG018,Gastroenterology,1,Specialty,1,11.65,1.17,10.48,1
2024-01,DRG019,Gastroenterology,2,Mail Order,4,349.57,69.91,279.66,4
2024-01,DRG019,Gastroenterology,2,Retail,1,46.68,9.34,37.34,1
2024-01,DRG020,Oncology,5,Mail Order,3,55210.37,33126.22,22084.15,3
2024-01,DRG020,Oncology,5,Specialty,3,56723.78,34034.28,22689.5,3
2024-02,DRG001,Immunology,4,Retail,1,6545.97,2945.69,3600.28,1
2024-02,DRG001,Immunology,4,Specialty,2,12820.28,5769.12,7051.16,2
2024-02,DRG002,Immunology,4,Mail Order,1,5617.89,2528.05,3089.84,1
2024-02,DRG002,Immunology,4,Retail,3,17681.66,7956.75,9724.91,3
2024-02,DRG002,Immunology,4,Specialty,2,11400.29,5130.13,6270.16,2
2024-02,DRG003,Cardiology,1,Mail Order,4,82.0,8.21,73.79,4
2024-02,DRG003,Cardiology,1,Retail,6,179.45,17.95,161.5,6
2024-02,DRG003,Cardiology,1,Specialty,2,47.49,4.75,42.74,2
2024-02,DRG004,Cardiology,2,Mail Order,1,52.78,10.56,42.22,1
2024-02,DRG004,Cardiology,2,Specialty,1,35.23,7.05,28.18,1
2024-02,DRG005,Diabetes,1,Mail Order,1,11.53,1.15,10.38,1
2024-02,DRG005,Diabetes,1,Retail,4,24.3,2.43,21.87,4
2024-02,DRG005,Diabetes,1,Specialty,1,3.92,0.39,3.53,1
2024-02,DRG006,Diabetes,3,Mail Order,1,263.28,78.98,184.3,1
2024-02,DRG006,Diabetes,3,Retail,3,503.9,151.17,352.73,3
2024-02,DRG006,Diabetes,3,Specialty,3,587.16,176.15,411.01,3
2024-02,DRG007,Diabetes,3,Mail Order,4,8352.52,2505.76,5846.76,4
2024-02,DRG007,Diabetes,3,Retail,2,3340.08,1002.02,2338.06,2
2024-02,DRG007,Diabetes,3,Specialty,3,5016.4,1504.92,3511.48,3
2024-02,DRG008,Oncology,5,Mail Order,2,45120.57,27072.34,18048.23,2
2024-02,DRG008,Oncology,5,Retail,5,108811.62,65286.97,43524.65,5
2024-02,DRG008,Oncology,5,Specialty,4,89552.41,53731.44,35820.97,4
2024-02,DRG009,Cardiology,2,Retail,4,1300.04,260.0,1040.04,4
2024-02,DRG009,Cardiology,2,Specialty,2,566.3,113.26,453.04,2
2024-02,DRG010,Cardiology,2,Mail Order,2,729.89,145.98,583.91,2
2024-02,DRG010,Cardiology,2,Retail,1,285.41,57.08,228.33,1
2024-02,DRG010,Cardiology,2,Specialty,2,841.2,168.24,672.96,2
2024-02,DRG011,Pulmonology,2,Mail Order,2,470.54,94.11,376.43,2
2024-02,DRG011,Pulmonology,2,Specialty,2,192.36,38.47,153.89,2
2024-02,DRG012,Pulmonology,2,Mail Order,1,258.15,51.63,206.52,1
2024-02,DRG012,Pulmonology,2,Specialty,4,740.55,148.1,592.45,4
2024-02,DRG013,Dermatology,4,Mail Order,2,37481.52,16866.69,20614.83,2
2024-02,DRG013,Dermatology,4,Specialty,1,18789.53,8455.29,10334.24,1
2024-02,DRG014,Dermatology,4,Retail,2,6423.54,2890.59,3532.95,2
2024-02,DRG014,Dermatology,4,Specialty,2,6296.51,2833.43,3463.08,2
2024-02,DRG015,Neurology,4,Mail Order,3,24268.35,10920.75,13347.6,3
2024-02,DRG015,Neurology,4,Retail,2,16607.2,7473.24,9133.96,2
2024-02,DRG015,Neurology,4,Specialty,4,32166.59,14474.97,17691.62,4
2024-02,DRG016,Cardiology,1,Mail Order,1,6.02,0.6,5.42,1
2024-02,DRG016,Cardiology,1,Retail,3,18.57,1.86,16.71,3
2024-02,DRG016,Cardiology,1,Specialty,1,5.9,0.59,5.31,1
2024-02,DRG017,Cardiology,1,Mail Order,1,4.07,0.41,3.66,1
2024-02,DRG017,Cardiology,1,Retail,2,19.5,1.95,17.55,2
2024-02,DRG017,Cardiology,1,Specialty,2,24.77,2.48,22.29,2
2024-02,DRG018,Gastroenterology,1,Mail Order,1,18.32,1.83,16.49,1
2024-02,DRG018,Gastroenterology,1,Specialty,1,6.14,0.61,5.53,1
2024-02,DRG019,Gastroenterology,2,Mail Order,1,134.98,27.0,107.98,1
